,PS_C,PS_F,Vainqueur,Proba_Favori,Proba_Challenger
541,2.42,1.625,challenger,0.6137424,0.3862576
542,3.1,1.408,challenger,0.7420269,0.25797307
543,1.694,2.26,favori,0.49255234,0.50744766
544,7.85,1.111,favori,0.8480586,0.15194142
545,1.826,2.05,challenger,0.4764312,0.5235688
546,5.8,1.172,favori,0.83770615,0.16229385
547,1.758,2.16,challenger,0.5274774,0.47252262
548,2.66,1.538,challenger,0.78383976,0.21616024
549,1.704,2.24,favori,0.47230342,0.5276966
550,1.585,2.53,challenger,0.45563263,0.5443674
551,2.68,1.5319999999999998,favori,0.7554153,0.24458468
552,1.87,1.99,favori,0.46941835,0.53058165
553,2.65,1.546,favori,0.6222569,0.37774312
554,4.1,1.27,favori,0.78591824,0.21408176
555,6.75,1.138,favori,0.8548697,0.14513028
556,1.99,1.87,challenger,0.43176353,0.5682365
557,2.16,1.758,favori,0.5380507,0.4619493
558,1.794,2.1,challenger,0.7603629,0.23963708
559,6.25,1.148,challenger,0.76479316,0.23520684
560,7.47,1.125,challenger,0.8879932,0.11200678
561,1.781,2.12,challenger,0.46409404,0.53590596
562,6.65,1.14,favori,0.7867353,0.2132647
563,2.09,1.8,favori,0.6456836,0.3543164
564,6.05,1.155,favori,0.79507494,0.20492506
565,1.943,1.909,favori,0.78275704,0.21724296
566,2.95,1.455,challenger,0.7594635,0.24053651
567,2.53,1.578,favori,0.7360903,0.2639097
568,1.855,2.01,challenger,0.46631604,0.53368396
569,3.05,1.426,favori,0.67042273,0.32957727
570,2.75,1.5,challenger,0.70502937,0.29497063
571,3.65,1.3230000000000002,favori,0.65632546,0.34367454
572,2.16,1.758,favori,0.6061271,0.39387292
573,5.9,1.156,favori,0.74786925,0.25213075
574,2.66,1.543,challenger,0.7650325,0.23496753
575,1.901,1.952,favori,0.42887515,0.57112485
576,7.0,1.133,favori,0.8348459,0.1651541
577,4.1,1.278,favori,0.79036045,0.20963955
578,4.33,1.261,favori,0.7261294,0.2738706
579,3.22,1.408,challenger,0.57343763,0.42656237
580,1.426,3.05,challenger,0.40482223,0.59517777
581,3.05,1.444,challenger,0.7682353,0.23176467
582,3.15,1.426,favori,0.6590551,0.3409449
583,5.25,1.196,favori,0.8486972,0.15130281
584,2.97,1.4409999999999998,favori,0.74812675,0.25187325
585,3.65,1.317,favori,0.71822965,0.28177035
586,2.02,1.833,favori,0.46309993,0.53690004
587,5.67,1.176,favori,0.7614552,0.23854482
588,1.426,3.05,favori,0.43389106,0.56610894
589,1.806,2.08,favori,0.49574238,0.5042576
590,3.25,1.385,favori,0.7194139,0.28058612
591,1.952,1.901,challenger,0.5895301,0.4104699
592,3.05,1.435,favori,0.5774297,0.4225703
593,2.47,1.606,favori,0.60331726,0.39668274
594,2.66,1.538,challenger,0.69865257,0.30134743
595,2.75,1.5,favori,0.5171341,0.48286593
596,4.5,1.241,challenger,0.86967826,0.13032174
597,1.962,1.893,favori,0.5257069,0.4742931
598,1.893,1.962,favori,0.46536243,0.5346376
599,1.524,2.71,favori,0.42932165,0.57067835
600,4.05,1.274,challenger,0.68208665,0.31791335
601,1.909,1.943,challenger,0.5653985,0.4346015
602,2.1,1.794,challenger,0.51616955,0.48383045
603,1.649,2.37,favori,0.48362356,0.51637644
604,2.02,1.847,favori,0.49435556,0.50564444
605,2.43,1.621,challenger,0.61022496,0.38977504
606,2.36,1.649,favori,0.59498435,0.40501565
607,2.87,1.465,favori,0.7037416,0.2962584
608,2.44,1.617,favori,0.7093069,0.2906931
609,2.46,1.61,challenger,0.6875897,0.3124103
610,1.885,1.952,challenger,0.5385793,0.4614207
611,2.69,1.535,favori,0.61597514,0.38402486
612,4.35,1.25,favori,0.732154,0.267846
613,1.862,2.0,challenger,0.46141672,0.5385833
614,1.592,2.51,challenger,0.4140386,0.5859614
615,3.6,1.3130000000000002,challenger,0.83910024,0.16089976
616,4.55,1.238,challenger,0.7733531,0.2266469
617,2.19,1.741,challenger,0.55617297,0.44382703
618,2.73,1.518,challenger,0.6896666,0.31033337
619,1.893,1.962,favori,0.5333683,0.4666317
620,1.741,2.19,challenger,0.45118394,0.5488161
621,2.03,1.84,favori,0.46497506,0.53502494
622,2.0,1.862,challenger,0.49516726,0.50483274
623,2.01,1.855,favori,0.56220996,0.43779004
624,2.44,1.617,challenger,0.5496613,0.45033872
625,3.25,1.385,favori,0.70998114,0.29001886
626,2.34,1.662,challenger,0.7114999,0.28850007
627,9.75,1.087,favori,0.93554044,0.06445956
628,6.5,1.143,favori,0.88455,0.115450025
629,4.85,1.222,favori,0.7378564,0.2621436
630,3.3,1.37,favori,0.7028518,0.29714823
631,2.85,1.476,favori,0.71229786,0.28770214
632,2.46,1.61,favori,0.5176283,0.4823717
633,1.6369999999999998,2.4,favori,0.43873537,0.56126463
634,2.77,1.5,challenger,0.45025542,0.5497446
635,3.0,1.435,favori,0.7252337,0.27476633
636,3.1,1.4169999999999998,favori,0.712904,0.28709602
637,2.03,1.84,challenger,0.510269,0.489731
638,3.05,1.426,favori,0.7738248,0.22617519
639,1.971,1.885,favori,0.67531776,0.32468224
640,2.28,1.69,favori,0.63290775,0.36709225
641,1.625,2.42,challenger,0.4756167,0.5243833
642,2.0,1.862,challenger,0.4780189,0.5219811
643,3.75,1.308,favori,0.745152,0.254848
644,5.05,1.206,challenger,0.6940599,0.3059401
645,2.67,1.541,challenger,0.76235515,0.23764485
646,3.55,1.339,favori,0.63052964,0.36947036
647,7.35,1.121,favori,0.7979827,0.2020173
648,2.29,1.685,challenger,0.73710966,0.26289034
649,2.66,1.543,favori,0.6868588,0.31314123
650,1.943,1.909,challenger,0.54199153,0.45800847
651,2.75,1.5,challenger,0.7407821,0.25921792
652,2.43,1.621,favori,0.73714316,0.26285684
653,2.8,1.4880000000000002,favori,0.59331715,0.40668285
654,2.8,1.4880000000000002,favori,0.6889751,0.3110249
655,1.694,2.27,favori,0.69165975,0.30834025
656,2.09,1.8,challenger,0.48764798,0.512352
657,5.25,1.182,challenger,0.9041753,0.09582472
658,5.25,1.19,favori,0.7511283,0.24887168
659,4.6,1.233,favori,0.7566223,0.24337769
660,2.66,1.543,favori,0.57028455,0.42971545
661,2.25,1.704,favori,0.72700083,0.27299917
662,1.69,2.28,challenger,0.4386308,0.5613692
663,5.05,1.204,favori,0.8468975,0.15310252
664,2.68,1.538,challenger,0.5836468,0.41635323
665,2.21,1.73,favori,0.6187658,0.38123423
666,6.1,1.152,challenger,0.78534836,0.21465164
667,1.885,1.971,favori,0.5204115,0.4795885
668,2.52,1.588,favori,0.73687124,0.26312876
669,1.735,2.2,challenger,0.44468504,0.55531496
670,3.86,1.301,favori,0.77469766,0.22530234
671,3.5,1.345,favori,0.72322273,0.27677727
672,2.27,1.699,favori,0.44590366,0.55409634
673,3.05,1.426,favori,0.586234,0.41376603
674,2.35,1.645,challenger,0.44307905,0.55692095
675,2.6,1.568,favori,0.69132674,0.30867326
676,4.15,1.278,favori,0.7459165,0.2540835
677,3.3,1.37,favori,0.74256563,0.25743437
678,2.53,1.578,challenger,0.6434585,0.3565415
679,1.662,2.31,challenger,0.55247694,0.44752306
680,1.69,2.25,favori,0.59502256,0.40497744
681,1.571,2.55,challenger,0.50930274,0.49069726
682,1.345,3.5,challenger,0.51540273,0.48459727
683,2.52,1.581,favori,0.67076087,0.32923913
684,3.7,1.3130000000000002,favori,0.68832433,0.31167567
685,1.621,2.43,challenger,0.5126041,0.48739588
686,4.55,1.238,favori,0.64926547,0.35073453
687,1.7519999999999998,2.15,challenger,0.5219404,0.4780596
688,3.6,1.3230000000000002,favori,0.55297333,0.44702667
689,2.24,1.704,favori,0.53550315,0.46449685
690,4.3,1.25,favori,0.7827656,0.21723437
691,2.16,1.758,favori,0.5546449,0.44535512
692,1.806,2.08,challenger,0.6515733,0.3484267
693,1.556,2.62,challenger,0.5136667,0.4863333
694,3.08,1.4240000000000002,favori,0.50034887,0.49965113
695,2.12,1.769,favori,0.7074867,0.2925133
696,2.46,1.61,favori,0.6231058,0.37689418
697,2.18,1.746,favori,0.5978846,0.4021154
698,2.09,1.8,challenger,0.6739122,0.32608777
699,2.32,1.671,challenger,0.6923953,0.30760467
700,2.77,1.5,favori,0.62025046,0.37974954
701,3.07,1.422,challenger,0.77689916,0.22310084
702,2.37,1.649,challenger,0.50509596,0.49490404
703,3.9,1.294,challenger,0.7670431,0.23295689
704,2.95,1.455,challenger,0.71634924,0.28365076
705,3.69,1.317,favori,0.6812277,0.31877232
706,2.3,1.676,challenger,0.5655404,0.43445963
707,12.51,1.061,favori,0.8942994,0.10570061
708,2.5,1.588,favori,0.71917754,0.28082246
709,2.06,1.82,challenger,0.5379952,0.46200478
710,2.77,1.5,challenger,0.7467065,0.2532935
711,3.3,1.37,favori,0.673349,0.32665098
712,3.25,1.392,favori,0.702155,0.297845
713,2.23,1.714,favori,0.49244547,0.50755453
714,2.13,1.775,favori,0.5097481,0.4902519
715,1.813,2.07,challenger,0.4157321,0.5842679
716,1.877,1.98,favori,0.50672305,0.49327695
717,1.862,2.0,challenger,0.65222263,0.34777737
718,2.77,1.5,favori,0.5258572,0.4741428
719,2.0,1.862,favori,0.5798569,0.42014313
720,1.415,3.13,challenger,0.5155355,0.48446453
721,13.21,1.0590000000000002,favori,0.8861763,0.11382371
722,12.25,1.067,favori,0.9059484,0.0940516
723,1.8,2.09,favori,0.4667469,0.5332531
724,1.704,2.25,challenger,0.39490092,0.6050991
725,1.578,2.55,challenger,0.51321554,0.48678446
726,1.962,1.877,favori,0.6742848,0.32571518
727,1.971,1.885,challenger,0.6339794,0.36602062
728,4.0,1.286,favori,0.7324786,0.26752138
729,1.704,2.24,challenger,0.5187333,0.48126668
730,3.88,1.2990000000000002,favori,0.76020026,0.23979974
731,2.42,1.625,favori,0.6127264,0.3872736
732,2.02,1.847,challenger,0.6904805,0.30951953
733,2.77,1.5,favori,0.7443993,0.2556007
734,2.27,1.68,challenger,0.5712383,0.42876172
735,1.741,2.19,challenger,0.5181198,0.4818802
736,5.0,1.2,favori,0.8779304,0.1220696
737,2.05,1.826,favori,0.46960732,0.53039265
738,4.45,1.247,challenger,0.7982873,0.20171273
739,7.15,1.129,favori,0.79984796,0.20015204
740,2.89,1.467,favori,0.57441574,0.42558426
741,1.735,2.16,favori,0.60661644,0.39338356
742,5.6,1.167,favori,0.8421432,0.15785682
743,3.62,1.321,challenger,0.8296686,0.17033142
744,7.25,1.125,favori,0.85654557,0.14345443
745,2.3,1.6669999999999998,challenger,0.7118563,0.2881437
746,2.47,1.599,challenger,0.573062,0.426938
747,1.37,3.3,favori,0.3888193,0.61118066
748,2.9,1.465,challenger,0.522359,0.477641
749,2.61,1.5519999999999998,challenger,0.49680197,0.503198
750,2.33,1.654,favori,0.68258154,0.31741846
751,1.526,2.7,favori,0.5187968,0.4812032
752,1.465,2.9,challenger,0.4640897,0.5359103
753,2.03,1.813,favori,0.6671909,0.3328091
754,1.455,2.92,challenger,0.37443978,0.6255602
755,2.55,1.578,favori,0.6675857,0.33241433
756,6.1,1.154,challenger,0.48206395,0.51793605
757,8.0,1.112,favori,0.7886183,0.21138167
758,2.55,1.578,challenger,0.51305664,0.48694336
759,3.05,1.426,favori,0.69242615,0.30757385
760,2.25,1.704,favori,0.64895624,0.35104376
761,1.769,2.14,favori,0.40978566,0.5902144
762,2.63,1.5519999999999998,favori,0.63077426,0.36922574
763,4.2,1.27,favori,0.6738156,0.3261844
764,2.75,1.5,favori,0.69359374,0.30640626
765,2.21,1.73,favori,0.51663417,0.48336583
766,1.606,2.47,challenger,0.4185351,0.5814649
767,2.16,1.758,favori,0.6670849,0.33291513
768,3.9,1.294,favori,0.8636225,0.13637751
769,1.758,2.16,favori,0.48923522,0.5107648
770,2.05,1.826,favori,0.40878725,0.59121275
771,1.901,1.952,favori,0.64501023,0.35498977
772,2.82,1.476,favori,0.49069297,0.509307
773,2.77,1.5,challenger,0.68507004,0.31492996
774,3.2,1.4,favori,0.5429858,0.4570142
775,2.77,1.5,favori,0.7358062,0.26419377
776,2.23,1.714,favori,0.79094994,0.20905006
777,1.308,3.79,challenger,0.38739714,0.61260283
778,1.862,2.0,challenger,0.7557072,0.2442928
779,1.676,2.31,challenger,0.3931495,0.6068505
780,8.25,1.103,favori,0.6957747,0.30422533
781,2.06,1.82,favori,0.78741735,0.21258265
782,2.12,1.781,favori,0.47493982,0.5250602
783,3.15,1.403,favori,0.7941147,0.20588529
784,5.35,1.1740000000000002,favori,0.6358524,0.3641476
785,2.3,1.68,challenger,0.69948906,0.30051094
786,2.7,1.526,challenger,0.66737247,0.33262753
787,5.15,1.177,favori,0.7337714,0.26622862
788,4.35,1.25,favori,0.797581,0.20241898
789,1.826,2.05,favori,0.7427223,0.25727773
790,1.641,2.39,favori,0.30936807,0.6906319
791,2.77,1.5,favori,0.8555279,0.14447212
792,2.73,1.518,favori,0.5650165,0.4349835
793,1.971,1.885,favori,0.3602932,0.6397068
794,3.9,1.294,favori,0.6838591,0.3161409
795,3.75,1.308,favori,0.7928966,0.20710337
796,3.3,1.392,favori,0.6896616,0.31033838
797,1.392,3.25,favori,0.36210686,0.63789314
798,4.05,1.277,favori,0.6920556,0.30794442
799,1.769,2.1,challenger,0.53219265,0.46780735
800,3.15,1.4,favori,0.7099885,0.29001153
801,2.23,1.699,challenger,0.7046251,0.29537487
802,2.09,1.775,favori,0.7338286,0.2661714
803,2.4,1.625,favori,0.4894228,0.5105772
804,1.794,2.06,challenger,0.67183733,0.32816267
805,1.926,1.893,favori,0.511522,0.488478
806,4.25,1.26,favori,0.82358575,0.17641425
807,4.99,1.213,favori,0.5258443,0.47415572
808,6.65,1.138,favori,0.74532527,0.25467473
809,2.17,1.73,challenger,0.5923909,0.4076091
810,2.28,1.676,challenger,0.5554222,0.4445778
811,2.52,1.581,challenger,0.5955156,0.4044844
812,2.2,1.714,challenger,0.54699844,0.45300156
813,2.7,1.526,challenger,0.45255354,0.5474465
814,1.278,4.05,favori,0.6189138,0.38108617
815,2.9,1.455,favori,0.518936,0.48106402
816,1.676,2.28,challenger,0.49075,0.50925
817,1.182,5.25,challenger,0.313045,0.686955
818,3.4,1.357,favori,0.7368959,0.26310408
819,3.2,1.4,favori,0.57179105,0.42820895
820,1.769,2.1,favori,0.5651108,0.4348892
821,1.685,2.26,challenger,0.58764195,0.41235805
822,3.27,1.389,challenger,0.6057984,0.39420158
823,5.0,1.2,favori,0.7349595,0.26504052
824,2.21,1.709,favori,0.51907015,0.48092985
825,3.8,1.3030000000000002,favori,0.7778914,0.2221086
826,3.55,1.339,favori,0.6747714,0.32522857
827,5.75,1.16,favori,0.69285834,0.30714166
828,2.57,1.565,favori,0.547852,0.45214802
829,1.645,2.35,challenger,0.4926231,0.5073769
830,3.4,1.357,favori,0.6848755,0.3151245
831,4.2,1.263,favori,0.69580233,0.30419767
832,3.1,1.4169999999999998,favori,0.64981115,0.35018885
833,3.3,1.37,challenger,0.8802925,0.119707525
834,2.69,1.535,favori,0.7129266,0.28707337
835,1.625,2.3,challenger,0.7342907,0.26570928
836,3.35,1.37,favori,0.7312753,0.26872468
837,2.22,1.725,challenger,0.7010764,0.2989236
838,1.781,2.12,favori,0.5849737,0.4150263
839,2.9,1.465,favori,0.64262617,0.35737383
840,6.5,1.138,challenger,0.7395739,0.2604261
841,5.5,1.167,favori,0.67967445,0.32032555
842,10.25,1.077,favori,0.8877206,0.112279415
843,1.51,2.78,challenger,0.44905075,0.5509492
844,1.862,2.0,challenger,0.4972883,0.5027117
845,6.5,1.143,favori,0.64968324,0.35031676
846,3.05,1.426,challenger,0.55762696,0.44237304
847,2.19,1.741,challenger,0.61483663,0.38516337
848,2.65,1.546,favori,0.46483073,0.53516924
849,1.73,2.19,favori,0.59543455,0.40456545
850,2.11,1.787,favori,0.5480494,0.4519506
851,2.27,1.69,challenger,0.59953326,0.40046674
852,2.09,1.8,challenger,0.56792426,0.43207574
853,2.75,1.5,favori,0.5048023,0.4951977
854,5.6,1.167,favori,0.8041076,0.1958924
855,3.1,1.4169999999999998,challenger,0.71096176,0.28903824
856,2.9,1.455,favori,0.6172613,0.3827387
857,1.658,2.32,favori,0.51970196,0.48029804
858,2.34,1.649,favori,0.70489955,0.29510045
859,2.46,1.602,favori,0.768656,0.23134398
860,1.926,1.926,favori,0.514271,0.48572898
861,2.24,1.704,challenger,0.7249133,0.2750867
862,6.5,1.138,challenger,0.81765485,0.18234515
863,2.85,1.476,challenger,0.68585336,0.31414664
864,2.1,1.794,challenger,0.5403459,0.4596541
865,2.68,1.5319999999999998,favori,0.61320305,0.38679695
866,3.45,1.351,favori,0.71974677,0.28025323
867,1.556,2.6,challenger,0.5243548,0.47564518
868,2.47,1.606,favori,0.5222148,0.47778523
869,1.621,2.43,challenger,0.5190245,0.4809755
870,1.735,2.18,favori,0.5606708,0.4393292
871,3.2,1.385,favori,0.73916596,0.26083404
872,4.6,1.227,favori,0.8112011,0.1887989
873,2.22,1.704,challenger,0.599922,0.400078
874,3.05,1.4169999999999998,favori,0.6642831,0.3357169
875,4.25,1.267,favori,0.7766776,0.22332239
876,2.82,1.476,challenger,0.56908363,0.43091637
877,3.4,1.357,favori,0.69666845,0.30333155
878,1.278,4.1,challenger,0.40714157,0.59285843
879,2.75,1.513,favori,0.7186341,0.28136587
880,3.02,1.4409999999999998,challenger,0.81565046,0.18434954
881,2.67,1.535,favori,0.5204489,0.47955108
882,2.29,1.685,favori,0.6131624,0.3868376
883,1.455,2.9,challenger,0.55862683,0.44137317
884,2.28,1.685,favori,0.48447818,0.5155218
885,3.65,1.317,favori,0.47687808,0.52312195
886,2.32,1.6669999999999998,favori,0.49870762,0.50129235
887,1.855,2.01,challenger,0.46530405,0.534696
888,4.15,1.27,favori,0.7443241,0.2556759
889,10.0,1.085,favori,0.8431833,0.15681672
890,1.826,2.05,challenger,0.44070068,0.55929935
891,1.694,2.26,challenger,0.46626884,0.53373116
892,2.77,1.5,favori,0.7500398,0.24996018
893,2.1,1.794,favori,0.6691298,0.3308702
894,4.25,1.26,challenger,0.9106281,0.08937192
895,2.0,1.862,challenger,0.47883344,0.52116656
896,1.962,1.893,challenger,0.5861318,0.4138682
897,10.3,1.08,favori,0.8664803,0.13351971
898,1.901,1.952,favori,0.5906182,0.4093818
899,1.952,1.901,challenger,0.72925246,0.27074754
900,2.47,1.599,favori,0.74289703,0.25710297
901,1.5,2.77,favori,0.5795945,0.4204055
902,2.4,1.625,favori,0.4415827,0.5584173
903,1.3769999999999998,3.25,favori,0.39656425,0.60343575
904,2.82,1.476,favori,0.6462869,0.3537131
905,1.465,2.87,challenger,0.54738474,0.45261526
906,4.35,1.25,favori,0.77527714,0.22472286
907,3.55,1.3330000000000002,challenger,0.7581505,0.24184948
908,1.143,6.35,challenger,0.42592967,0.57407033
909,2.9,1.455,challenger,0.7059241,0.2940759
910,3.4,1.357,favori,0.64087254,0.35912746
911,1.758,2.14,challenger,0.6235695,0.3764305
912,1.444,2.95,favori,0.4275325,0.5724675
913,2.02,1.833,favori,0.51391155,0.48608845
914,1.901,1.952,challenger,0.50163394,0.49836606
915,3.4,1.357,favori,0.6232427,0.37675732
916,2.72,1.513,favori,0.53423804,0.46576196
917,4.65,1.233,favori,0.81320596,0.18679404
918,5.0,1.2,favori,0.6984869,0.30151308
919,1.671,2.32,challenger,0.6188041,0.3811959
920,2.62,1.5490000000000002,favori,0.7480235,0.2519765
921,2.95,1.455,favori,0.7290895,0.2709105
922,1.625,2.4,challenger,0.50411004,0.49588996
923,2.62,1.5490000000000002,challenger,0.7065762,0.29342377
924,2.75,1.505,challenger,0.7093609,0.2906391
925,1.233,4.65,favori,0.433152,0.56684804
926,8.75,1.095,favori,0.90296435,0.09703565
927,2.81,1.49,challenger,0.6202955,0.37970448
928,6.5,1.138,favori,0.7714465,0.22855347
929,2.05,1.8,favori,0.58829635,0.41170365
930,1.351,3.4,challenger,0.5391906,0.4608094
931,2.63,1.546,challenger,0.66011614,0.33988386
932,1.556,2.6,challenger,0.4939227,0.5060773
933,1.763,2.11,challenger,0.44816592,0.5518341
934,2.18,1.725,favori,0.46512222,0.5348778
935,3.0,1.435,challenger,0.612755,0.387245
936,2.87,1.465,challenger,0.6733753,0.3266247
937,1.408,3.1,challenger,0.45598218,0.5440178
938,2.06,1.794,challenger,0.5412681,0.4587319
939,3.55,1.3330000000000002,favori,0.8445728,0.15542722
940,4.75,1.225,favori,0.85035694,0.14964306
941,1.704,2.22,challenger,0.6508632,0.34913683
942,3.65,1.3230000000000002,favori,0.79292214,0.20707786
943,2.87,1.465,challenger,0.7852637,0.21473628
944,3.3,1.37,favori,0.6850296,0.31497037
945,1.714,2.2,challenger,0.45740348,0.5425965
946,4.2,1.27,challenger,0.8071957,0.19280428
947,3.25,1.385,favori,0.6774733,0.3225267
948,3.7,1.3130000000000002,challenger,0.6234118,0.37658823
949,4.0,1.2819999999999998,favori,0.7609173,0.2390827
950,5.15,1.194,favori,0.69387376,0.30612624
951,3.0,1.444,favori,0.5533767,0.44662333
952,7.25,1.125,favori,0.9157235,0.0842765
953,1.25,4.35,challenger,0.5004541,0.49954587
954,2.72,1.513,favori,0.722278,0.277722
955,1.556,2.6,challenger,0.49571583,0.50428414
956,3.35,1.364,favori,0.6732043,0.3267957
957,2.1,1.769,favori,0.5529729,0.4470271
958,3.1,1.408,favori,0.5414048,0.45859522
959,4.45,1.244,favori,0.7508029,0.24919713
960,6.0,1.154,favori,0.8861571,0.113842905
961,2.25,1.69,favori,0.5098729,0.4901271
962,1.645,2.35,challenger,0.5360521,0.4639479
963,2.17,1.73,favori,0.6300417,0.36995828
964,2.13,1.7519999999999998,challenger,0.49917495,0.50082505
965,4.25,1.25,favori,0.67562854,0.32437146
966,7.25,1.125,favori,0.77885664,0.22114336
967,1.629,2.39,favori,0.70778036,0.29221964
968,3.74,1.3130000000000002,favori,0.7222964,0.27770358
969,3.17,1.3969999999999998,favori,0.7457633,0.2542367
970,3.3,1.3769999999999998,favori,0.7578056,0.24219441
971,3.3,1.37,challenger,0.5635238,0.43647617
972,2.25,1.69,challenger,0.55448544,0.44551456
973,3.45,1.351,challenger,0.7272065,0.27279347
974,2.07,1.787,favori,0.58233845,0.41766155
975,3.75,1.308,favori,0.7961164,0.20388359
976,2.82,1.476,favori,0.63237476,0.36762524
977,2.6,1.5590000000000002,favori,0.7882101,0.2117899
978,6.1,1.154,favori,0.8258592,0.17414081
979,2.05,1.826,favori,0.55538595,0.44461405
980,4.15,1.274,favori,0.6954316,0.3045684
981,6.75,1.138,favori,0.76046455,0.23953545
982,2.73,1.51,favori,0.6570251,0.3429749
983,4.7,1.227,favori,0.6985651,0.30143487
984,4.2,1.263,favori,0.6716355,0.3283645
985,3.05,1.4169999999999998,favori,0.5906822,0.4093178
986,2.15,1.741,challenger,0.56027365,0.43972635
987,1.885,1.935,favori,0.49207807,0.50792193
988,1.538,2.66,favori,0.6444766,0.3555234
989,3.8,1.3030000000000002,favori,0.71034503,0.28965497
990,4.85,1.22,favori,0.47069865,0.52930135
991,3.4,1.357,favori,0.76414275,0.23585725
