,PS_F,PS_C,Vainqueur,Prediction,Proba_Challenger,Proba_Favori
19731,1.578,2.63,favori,challenger,0.832563125926361,0.16743687407363883
19732,1.328,3.75,favori,favori,0.04968140911376203,0.9503185908862382
19733,1.267,4.45,favori,favori,0.11457149745679163,0.8854285025432083
19734,1.461,2.97,challenger,favori,0.40691191429485535,0.5930880857051442
19735,1.014,51.0,favori,favori,0.10800018133741042,0.8919998186625903
19736,1.08,11.0,favori,favori,0.04555165463191778,0.9544483453680822
19737,1.625,2.5,challenger,favori,0.1692878781349371,0.8307121218650633
19738,1.69,2.35,challenger,favori,0.0762700982711819,0.9237299017288182
19739,1.452,3.01,challenger,favori,0.26338508242273734,0.7366149175772636
19740,1.3969999999999998,3.32,challenger,favori,0.4935575232387152,0.5064424767612848
19741,1.045,18.25,favori,favori,0.29615495191083424,0.7038450480891656
19742,2.85,1.4880000000000002,favori,favori,0.45796002302650873,0.5420399769734909
19743,1.6369999999999998,2.47,favori,favori,0.3186493251072975,0.681350674892703
19744,1.067,13.0,favori,favori,0.2703531567937007,0.7296468432062998
19745,1.5619999999999998,2.68,favori,favori,0.19840833058149,0.8015916694185108
19746,1.2,5.5,favori,favori,0.41716320428732007,0.5828367957126807
19747,1.086,10.65,favori,favori,0.14694763514263523,0.8530523648573652
19748,1.4780000000000002,2.89,challenger,favori,0.30435982806323414,0.6956401719367665
19749,1.4269999999999998,3.14,favori,favori,0.2332886394049706,0.7667113605950295
19750,1.069,12.5,favori,challenger,0.5162265946647389,0.4837734053352609
19751,1.317,3.85,challenger,favori,0.15737947722212442,0.8426205227778758
19752,1.364,3.55,challenger,challenger,0.5710824011815498,0.4289175988184502
19753,1.391,3.36,favori,favori,0.07817523865023868,0.9218247613497615
19754,1.177,6.15,favori,favori,0.19730554396583835,0.8026944560341618
19755,1.909,2.0,favori,favori,0.12865735636912112,0.8713426436308789
19756,1.4240000000000002,3.16,favori,favori,0.043691654587242834,0.9563083454127572
19757,1.4880000000000002,2.85,challenger,favori,0.1590913412438955,0.8409086587561042
19760,1.51,2.81,favori,challenger,0.6607541098306575,0.33924589016934237
19761,1.592,2.59,challenger,favori,0.42445538312736447,0.5755446168726357
19764,1.6130000000000002,2.53,challenger,challenger,0.7194351899734248,0.2805648100265749
19766,1.446,3.04,favori,favori,0.15027216264128038,0.8497278373587204
19768,1.704,2.32,challenger,favori,0.26164708390165053,0.7383529160983499
19769,1.27,4.4,favori,favori,0.4879076376667707,0.5120923623332292
19770,2.3,1.714,favori,challenger,0.503850596299126,0.4961494037008742
19771,1.3119999999999998,3.91,favori,challenger,0.5215908194874052,0.478409180512595
19772,1.2,5.5,favori,challenger,0.5077014086298625,0.4922985913701374
19773,1.5519999999999998,2.71,challenger,challenger,0.6307427425945228,0.3692572574054772
19774,1.794,2.16,challenger,challenger,0.768274562262643,0.2317254377373573
19775,1.331,3.72,favori,favori,0.38845901240658215,0.611540987593418
19776,1.26,4.54,challenger,challenger,0.6333556758772706,0.3666443241227296
19777,1.27,4.4,favori,challenger,0.640674823347115,0.35932517665288555
19778,1.971,1.935,favori,favori,0.39398577346286356,0.6060142265371362
19779,1.267,4.45,favori,favori,0.1953504130573017,0.8046495869426977
19780,1.364,3.55,challenger,challenger,0.6614171001513105,0.33858289984868906
19781,1.25,4.6,favori,challenger,0.7766916465931168,0.223308353406883
19782,1.294,4.1,favori,challenger,0.7123084268672508,0.28769157313274973
19783,1.328,3.75,favori,favori,0.2051532191816724,0.7948467808183283
19784,1.84,2.09,favori,challenger,0.6961713153289781,0.30382868467102203
19786,1.465,2.95,favori,challenger,0.6208143988691046,0.37918560113089556
19788,1.385,3.4,challenger,challenger,0.5695734451822687,0.4304265548177311
19789,3.43,1.38,challenger,challenger,0.54093702065908,0.45906297934091983
19790,1.426,3.15,favori,favori,0.46598953717421204,0.5340104628257878
19791,1.408,3.25,favori,favori,0.07188046750291334,0.928119532497087
19793,1.685,2.36,challenger,favori,0.13234696382049332,0.8676530361795071
19794,1.3,4.03,favori,favori,0.3754484228018282,0.6245515771981711
19795,1.278,4.3,challenger,challenger,0.6278307825469721,0.3721692174530274
19796,4.85,1.235,favori,favori,0.2547738574552685,0.745226142544732
19798,1.61,2.54,challenger,favori,0.31963332565267566,0.6803666743473251
